2025-06-26 15:59:29,Lithium,
2025-06-26 15:59:29,Lead,
2025-06-26 15:59:29,Cobalt,
2025-06-26 16:04:13,Lithium,
2025-06-26 16:04:13,Lead,
2025-06-26 16:04:13,Cobalt,
2025-06-26 16:06:20,Lithium,
2025-06-26 16:06:20,Lead,
2025-06-26 16:06:20,Cobalt,
2025-06-26 16:15:11,Lithium,
2025-06-26 16:15:11,Lead,
2025-06-26 16:15:11,Cobalt,
2025-06-26 16:20:18,Lithium,
2025-06-26 16:20:18,Lead,
2025-06-26 16:20:18,Cobalt,
2025-06-26 16:21:53,Lithium,
2025-06-26 16:21:53,Lead,
2025-06-26 16:21:53,Cobalt,
2025-06-26 16:28:16,Lithium,
2025-06-26 16:28:16,Lead,
2025-06-26 16:28:16,Cobalt,
2025-06-26 16:28:16,Aluminum,
2025-06-26 16:28:16,Tin,2.3639
2025-06-26 16:28:16,Zinc,
2025-06-26 16:28:16,Nickel,
2025-06-26 16:59:18,Lithium,60600.0
2025-06-26 16:59:18,Gold,3317.26
2025-06-26 16:59:18,Silver,36.529
2025-06-26 16:59:18,Copper,5.0691
2025-06-26 16:59:18,Steel,882.04
2025-06-26 16:59:18,Platinum,1375.4
2025-06-26 16:59:18,Titanium,50.5
2025-06-26 16:59:18,Lead,2045.33
2025-06-26 16:59:18,Cobalt,33335.0
2025-06-26 16:59:18,Aluminum,2588.2
2025-06-26 16:59:18,Tin,33193.0
2025-06-26 16:59:18,Zinc,2765.1
2025-06-26 16:59:18,Nickel,15180.0
2025-06-26 16:59:18,Bitumen,3571.0
2025-06-26 20:15:18,LCE,
2025-06-26 20:15:18,LIT,
2025-06-26 20:15:18,LEAD,
2025-06-26 20:15:18,CO,
2025-06-26 20:20:17,LCE,
2025-06-26 20:20:17,LIT,
2025-06-26 20:20:17,LEAD,
2025-06-26 20:20:17,CO,
2025-06-26 20:26:15,LCE,
2025-06-26 20:26:15,LIT,
2025-06-26 20:26:15,LEAD,
2025-06-26 20:26:15,CO,
2025-06-26 20:26:40,LCE,
2025-06-26 20:26:40,LIT,
2025-06-26 20:26:40,LEAD,
2025-06-26 20:26:40,CO,
2025-06-26 20:28:04,LCE,
2025-06-26 20:28:04,LIT,
2025-06-26 20:28:04,LEAD,
2025-06-26 20:28:04,CO,
2025-06-26 20:28:40,Lithium,
2025-06-26 20:28:40,Lead,
2025-06-26 20:28:40,Cobalt,
2025-06-26 20:33:26,Lithium,
2025-06-26 20:33:26,Lead,
2025-06-26 20:33:26,Cobalt,
2025-06-26 20:33:28,LCE,
2025-06-26 20:33:28,LIT,
2025-06-26 20:33:28,LEAD,
2025-06-26 20:33:28,CO,
2025-06-26 20:34:35,Lithium,
2025-06-26 20:34:35,Lead,
2025-06-26 20:34:35,Cobalt,
2025-06-26 20:34:37,LCE,
2025-06-26 20:34:37,LIT,
2025-06-26 20:34:37,LEAD,
2025-06-26 20:34:37,CO,
2025-06-26 20:36:53,Lithium,
2025-06-26 20:36:53,Lead,
2025-06-26 20:36:53,Cobalt,
2025-06-26 20:36:57,LCE,
2025-06-26 20:36:57,LIT,
2025-06-26 20:36:57,LEAD,
2025-06-26 20:36:57,CO,
2025-06-26 20:37:21,Lithium,
2025-06-26 20:37:21,Lead,
2025-06-26 20:37:21,Cobalt,
2025-06-26 20:37:23,LCE,
2025-06-26 20:37:23,LIT,
2025-06-26 20:37:23,LEAD,
2025-06-26 20:37:23,CO,106.6
2025-06-26 20:39:12,Lithium,
2025-06-26 20:39:12,Lead,
2025-06-26 20:39:12,Cobalt,
2025-06-26 20:39:14,LCE,
2025-06-26 20:39:14,LIT,
2025-06-26 20:39:14,LEAD,
2025-06-26 20:39:14,CO,106.6
2025-06-26 20:40:33,Lithium,
2025-06-26 20:40:33,Lead,
2025-06-26 20:40:33,Cobalt,
2025-06-26 20:42:22,Lithium,
2025-06-26 20:42:22,Lead,
2025-06-26 20:42:22,Cobalt,
2025-06-26 20:42:41,Lithium,
2025-06-26 20:42:41,Lead,
2025-06-26 20:42:41,Cobalt,
2025-06-26 20:46:19,Lithium,
2025-06-26 20:46:19,Lead,
2025-06-26 20:46:19,Cobalt,
